trip_id,driver_id,customer_id,city,pickup_zone_id,dropoff_zone_id,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,haversine_km,driver_assigned_at,accepted_at,driver_arrived_at,otp_verified_at,loading_ended_at,trip_started_at,trip_completed_at,cancelled_at,cancellation_at_stage,requested_at,declared_distance_km,gps_tracked_distance_km,distance_vs_haversine,actual_trip_duration_mins,loading_time_mins,waiting_time_mins,gps_ping_count,gps_accuracy_avg_m,avg_speed_kmh,max_speed_kmh,mock_location_flag,gps_provider,vehicle_type,goods_category,goods_weight_kg,floor_pickup,floor_dropoff,base_fare_inr,loading_charge_inr,waiting_charge_inr,toll_charge_inr,surge_multiplier,fare_inr,payment_mode,trip_status,otp_verified,otp_attempt_count,pod_photo_captured,pod_location_match,day_of_week,hour_of_day,is_night,is_peak_hour,is_weekend,is_late_month,zone_demand_at_time,data_split,driver_rating_given,customer_rating_given,customer_complaint_flag,customer_complaint_type,is_fraud,fraud_type,fraud_recoverable_inr
0f805119-5695-4d3f-81f0-943335ee7592,55bed508-0555-4874-8893-19e2de0ecbe1,2ae50d9c-e6f2-46b2-bbd4-67012c358802,bangalore,blr_bannerghatta,blr_koramangala,12.887623,77.588266,12.921059,77.620402,5.095,2026-02-26T18:07:47,2026-02-26T18:08:42,2026-02-26T18:29:44.397552,2026-02-26T18:32:29.717139,,2026-02-26T18:32:29.717139,2026-02-26T19:27:25.668062,,,2026-02-26 18:05:23,9.055,7.146,1.777,54.93,0.0,6.7,161,16.7,9.9,15.4,False,gps,three_wheeler,documents,3.3,0,0,188.66,0.0,0.0,34.19,1.0,221.55,credit,completed,True,1,False,False,3,18,False,True,False,True,0.875,historical,5.0,4.0,False,,False,,0.0
3e0d8bae-f376-4f4e-bace-25873b739c72,6125b11a-46e9-4364-803d-33e175760d16,6cc7b9f5-cfd7-4f6a-8305-7ad6778e1db5,bangalore,blr_rajajinagar,blr_btm,12.987334,77.569238,12.909478,77.611788,9.809,2026-02-26T18:25:36,2026-02-26T18:26:11,2026-02-26T18:42:36.803831,2026-02-26T18:46:24.875811,2026-02-26T19:46:48.875811,2026-02-26T19:46:48.875811,2026-02-26T21:05:58.010965,,,2026-02-26 18:22:20,13.322,12.441,1.358,79.15,60.4,8.5,275,10.0,10.1,16.7,False,gps,mini_truck,furniture,186.3,2,0,439.8,241.6,17.06,0.0,1.132,782.03,cash,completed,True,1,True,True,3,18,False,True,False,True,0.86,historical,5.0,4.0,False,,False,,0.0
7c371327-35e9-46e8-a0a7-2f8e3b8d192f,143b0891-a5f9-4958-bba1-56eb3069266b,f7c93c11-c180-4870-8d8c-5cca0625f63a,bangalore,blr_marathahalli,blr_marathahalli,12.957613,77.698974,12.95465,77.69252,0.773,2026-02-26T18:41:29,2026-02-26T18:42:03,2026-02-26T18:48:33.661801,,,,,2026-02-26T18:51:45.661801,post_arrive,2026-02-26 18:38:23,8.938,1.021,11.561,46.61,0.0,0.0,148,16.8,0.0,0.0,False,gps,three_wheeler,documents,1.3,1,0,187.26,0.0,0.0,0.0,1.442,272.31,cash,cancelled_by_driver,False,0,False,False,3,18,False,True,False,True,1.598,historical,,,False,,False,,0.0
aa6f8264-77c1-4160-9bb0-7c4541fe52b6,c7e4e4f0-bb24-4d50-989a-3258b14c4a71,0d20443c-a37a-474f-954f-a152bfaf33f4,bangalore,blr_marathahalli,blr_hsr,12.956283,77.702612,12.915732,77.643698,7.816,2026-02-26T19:03:03,2026-02-26T19:03:54,2026-02-26T19:13:23.950299,2026-02-26T19:20:52.330856,,2026-02-26T19:20:52.330856,2026-02-26T20:14:33.845816,,,2026-02-26 19:01:34,8.824,9.572,1.129,53.69,0.0,4.4,161,15.0,9.9,14.6,False,gps,three_wheeler,other,55.6,0,4,185.89,0.0,0.0,0.0,1.736,327.81,upi,completed,True,1,False,False,3,19,False,True,False,True,2.068,historical,,,False,,False,,0.0
b912c0ce-0d51-4d9a-afac-3b382f666f8e,5aac2902-463c-4c44-9c39-eb7de2c37658,aaf3347d-5918-423f-b7eb-e6faa4537d5e,bangalore,blr_electronic_city,blr_bannerghatta,12.8511,77.647534,12.908956,77.588776,9.053,2026-02-26T19:21:00,2026-02-26T19:21:50,2026-02-26T19:48:12.444248,2026-02-26T19:54:21.369395,2026-02-26T20:05:33.369395,2026-02-26T20:05:33.369395,2026-02-26T21:48:15.392721,,,2026-02-26 19:18:32,13.915,11.228,1.537,102.7,11.2,9.1,362,12.4,8.1,14.3,False,gps,mini_truck,boxes_mixed,182.0,0,0,450.48,44.8,18.14,0.0,1.0,512.29,cash,completed,True,1,True,True,3,19,False,True,False,True,0.37,historical,4.0,4.0,False,,False,,0.0
9179df80-01e4-46c4-9420-ff9323316533,8af686ff-8b74-4e88-890e-b1f6c93c44cf,8ef2a0f5-4884-47b4-8231-0d54aadd9007,bangalore,blr_indiranagar,blr_rajajinagar,12.970199,77.64166,12.987944,77.545537,10.601,2026-02-26T19:20:53,2026-02-26T19:21:44,2026-02-26T19:50:26.980021,2026-02-26T20:16:03.427282,2026-02-26T21:10:15.427282,2026-02-26T21:10:15.427282,2026-02-27T03:49:08.119034,,,2026-02-26 19:18:33,51.41,14.815,4.85,398.88,54.2,19.2,1310,17.5,7.7,13.5,False,gps,truck_14ft,furniture,57.7,0,1,1885.26,325.2,57.63,0.0,1.661,3542.75,credit,completed,True,1,True,True,3,19,False,True,False,True,2.09,historical,5.0,5.0,False,,False,,0.0
8b9bb269-8f18-4e63-b56c-81adc0b682eb,33e4b2a4-20e6-47dd-b355-8fe908f067ac,c7a67676-479c-4b50-8c00-4acecb267515,bangalore,blr_btm,blr_hebbal,12.906429,77.603558,13.044111,77.59686,15.327,2026-02-26T19:26:25,2026-02-26T19:26:34,2026-02-26T19:55:36.041829,2026-02-26T20:05:58.451421,2026-02-26T20:11:04.451421,2026-02-26T20:11:04.451421,2026-02-26T21:26:24.631774,,,2026-02-26 19:23:12,11.288,21.71,0.737,75.34,5.1,8.0,186,5.9,9.0,15.7,False,gps,mini_truck,perishable,92.0,0,0,403.19,20.4,15.92,0.0,1.536,674.18,credit,completed,True,1,True,True,3,19,False,True,False,True,1.456,historical,5.0,5.0,False,,False,,0.0
9c19253d-cfb9-4448-b3c8-b42bea56fcd4,f3a266e5-a9a9-47db-ae24-376783c96d4a,601a1af0-add8-45b0-a10b-477a728326e6,bangalore,blr_yeshwanthpur,blr_koramangala,12.995744,77.545099,12.940275,77.629726,11.051,2026-02-26T19:27:07,2026-02-26T19:27:28,2026-02-26T19:36:34.249954,2026-02-26T19:38:07.158813,,2026-02-26T19:38:07.158813,2026-02-26T20:29:14.589157,,,2026-02-26 19:25:40,10.669,15.724,0.965,51.12,0.0,0.5,163,10.9,12.5,18.1,False,gps,two_wheeler,documents,3.0,0,0,115.35,0.0,0.0,0.0,1.0,116.81,upi,completed,True,1,False,False,3,19,False,True,False,True,0.36,historical,5.0,5.0,False,,False,,0.0
88b53f59-4482-4db5-be55-46940ec18561,2aee79b3-4d8b-4224-922e-b1ef8bc60789,e2e0ddeb-2ca8-4d37-91a8-6fbffc8b7a4e,bangalore,blr_whitefield,blr_bannerghatta,12.980504,77.747377,12.884562,77.574154,21.592,2026-02-26T19:58:10,2026-02-26T19:58:24,2026-02-26T20:12:23.701140,2026-02-26T20:15:39.607456,,2026-02-26T20:15:39.607456,2026-02-26T21:01:59.271245,,,2026-02-26 19:53:46,10.507,28.41,0.487,46.33,0.0,0.9,133,12.4,13.6,20.9,False,gps,two_wheeler,perishable,19.9,4,0,114.06,0.0,0.0,48.68,1.798,250.63,upi,completed,True,1,False,False,3,19,False,True,False,True,2.09,historical,5.0,4.0,False,,False,,0.0
4e337f32-f7ed-4755-a6b7-38be2e26f2e3,d5ba1005-5c8b-4a5f-b466-9a89e7bc5884,783a6e0f-5547-43c1-86e4-2d0b33021316,bangalore,blr_indiranagar,blr_btm,12.979702,77.654912,12.914364,77.609153,8.796,2026-02-26T20:32:42,2026-02-26T20:33:37,2026-02-26T20:38:36.972392,2026-02-26T20:43:00.061866,,2026-02-26T20:43:00.061866,2026-02-26T21:13:59.899456,,,2026-02-26 20:27:59,7.942,10.649,0.903,31.0,0.0,1.6,101,16.2,15.4,20.8,False,gps,two_wheeler,perishable,9.0,0,0,93.54,0.0,0.0,0.0,1.531,144.3,upi,completed,True,1,False,False,3,20,False,True,False,True,1.805,historical,5.0,2.0,False,,False,,0.0
0ffa82dc-c9cd-450e-9e03-8fce55e3e3f7,b819cf17-73e8-4801-8bd7-d9b9be4429e0,a63aa636-094a-4cfc-979d-c26200b1ae52,bangalore,blr_whitefield,blr_indiranagar,12.967049,77.744604,12.980358,77.634185,12.056,2026-02-26T20:42:48,2026-02-26T20:43:28,2026-02-26T21:00:36.402050,2026-02-26T21:08:14.473472,,2026-02-26T21:08:14.473472,2026-02-26T21:45:57.373875,,,2026-02-26 20:39:02,7.875,15.396,0.653,37.72,0.0,2.2,102,13.2,12.5,21.0,False,gps,three_wheeler,other,44.3,0,3,174.5,0.0,0.0,0.0,1.676,295.47,credit,completed,True,1,False,False,3,20,False,True,False,True,1.805,historical,,,False,,False,,0.0
60ed950b-90c7-4186-ba1f-b1827880f968,b914cf51-6c6e-4f5d-bd50-7c02c2fe4031,848fef57-31ad-46aa-947e-5aee78d28302,bangalore,blr_rajajinagar,blr_hebbal,13.00186,77.541464,13.014149,77.594385,5.894,2026-02-26T20:58:18,2026-02-26T20:58:32,2026-02-26T21:11:49.251749,2026-02-26T21:15:10.094280,,2026-02-26T21:15:10.094280,2026-02-26T21:48:30.153613,,,2026-02-26 20:53:22,8.238,7.757,1.398,33.33,0.0,3.8,96,12.8,14.8,18.5,False,gps,two_wheeler,documents,2.2,6,0,95.91,0.0,0.0,0.0,1.418,136.02,credit,completed,True,1,False,False,3,20,False,True,False,True,1.548,historical,4.0,5.0,False,,False,,0.0
dbb9d358-ab11-4ec8-88e3-55f94af4a348,49370ba5-35fa-4906-812f-b856693bec79,e6514191-17f8-4c75-94fc-3c38f97b0f1c,bangalore,blr_btm,blr_bannerghatta,12.92239,77.608737,12.895504,77.596805,3.257,2026-02-26T21:03:24,2026-02-26T21:04:15,2026-02-26T21:20:25.985046,2026-02-26T21:23:06.243639,,2026-02-26T21:23:06.243639,2026-02-26T21:39:59.031893,,,2026-02-26 21:02:42,4.036,4.65,1.239,16.88,0.0,2.3,56,16.6,14.3,25.1,False,gps,three_wheeler,documents,1.3,1,0,128.43,0.0,0.0,0.0,1.323,167.27,upi,completed,True,1,False,False,3,21,False,False,False,True,1.274,historical,5.0,5.0,False,,False,,0.0
5e55e36a-3492-4ccc-91a8-263e4464cbb1,f04eac13-7045-4bfe-afac-6524c4b17b5f,5b9ff50d-3b75-4975-83b5-7d5935626e14,bangalore,blr_yeshwanthpur,blr_yeshwanthpur,13.011515,77.564204,13.017184,77.550441,1.619,2026-02-26T21:15:03,2026-02-26T21:15:39,2026-02-26T21:19:25.249051,2026-02-26T21:24:07.625674,,2026-02-26T21:24:07.625674,2026-02-26T21:42:22.190433,,,2026-02-26 21:13:57,4.815,2.052,2.974,18.24,0.0,1.8,54,5.0,15.8,22.4,False,gps,two_wheeler,documents,1.2,0,0,68.52,0.0,0.0,0.0,1.0,70.04,credit,completed,True,1,False,False,3,21,False,False,False,True,0.36,historical,4.0,5.0,False,,False,,0.0
f6936026-23bf-4ffd-90ea-7b264d69fead,f1865634-40cb-4545-8d3b-4517a6d206f8,26e05d43-3b79-4dec-8d64-3dc3888f6fed,bangalore,blr_hsr,blr_rajajinagar,12.905033,77.640019,12.993605,77.547966,14.018,2026-02-26T21:21:49,2026-02-26T21:22:37,2026-02-26T21:35:39.026873,2026-02-26T21:39:14.053978,,2026-02-26T21:39:14.053978,2026-02-26T22:13:49.740645,,,2026-02-26 21:19:50,9.23,20.035,0.658,34.59,0.0,2.7,95,17.8,16.0,26.8,False,gps,two_wheeler,documents,4.3,0,0,103.84,0.0,0.0,0.0,1.202,126.93,upi,completed,True,1,False,False,3,21,False,False,False,True,1.295,historical,4.0,3.0,False,,False,,0.0
bb6332fc-91a9-4965-87b6-953c79075881,2d9633f4-f497-4cc5-9373-01897db62ce6,ee794990-28a7-4d3c-aa4f-fd50b517fb6e,bangalore,blr_bannerghatta,blr_bannerghatta,12.911287,77.583845,12.893644,77.601124,2.712,2026-02-26T21:21:02,2026-02-26T21:21:09,,,,,,2026-02-26T21:25:20,pre_arrive,2026-02-26 21:20:08,9.908,3.496,3.653,47.1,0.0,0.0,129,12.0,0.0,0.0,False,gps,three_wheeler,electronics,19.3,0,0,198.89,0.0,0.0,0.0,1.162,237.71,upi,cancelled_by_driver,False,0,False,False,3,21,False,False,False,True,1.225,historical,,,False,,False,,0.0
9c12bb22-80ec-4e05-acea-9f932771d5b0,cb76a674-31f0-40f9-adcf-958935444513,87b8e890-5b18-40a7-be95-53f8c8779c03,bangalore,blr_bannerghatta,blr_yeshwanthpur,12.894316,77.583852,13.02828,77.574238,14.933,2026-02-26T21:31:40,2026-02-26T21:31:53,2026-02-26T21:49:48.151037,2026-02-26T21:53:56.213343,,2026-02-26T21:53:56.213343,2026-02-26T23:27:24.771346,,,2026-02-26 21:31:18,19.311,21.188,1.293,93.48,0.0,5.2,239,14.1,12.4,18.7,False,gps,three_wheeler,boxes_mixed,129.3,0,0,311.73,0.0,0.0,0.0,1.223,374.87,upi,completed,True,1,False,False,3,21,False,False,False,True,1.225,historical,4.0,5.0,False,,False,,0.0
c00792fd-7cea-4e0d-84b8-485aac6f2578,13e25854-38c6-4aab-9cc5-643eb50e5812,0264403d-9f8c-427c-aa31-744402258c03,bangalore,blr_koramangala,blr_marathahalli,12.93935,77.627938,12.94953,77.714397,9.438,2026-02-26T21:57:46,2026-02-26T21:58:30,2026-02-26T22:14:03.978192,2026-02-26T22:20:07.844537,2026-02-26T23:12:25.844537,2026-02-26T23:12:25.844537,2026-02-27T00:49:56.757195,,,2026-02-26 21:55:25,16.889,10.983,1.79,97.52,52.3,11.0,314,15.0,10.4,13.0,False,gps,mini_truck,appliances,98.8,4,0,504.0,209.2,21.9,8.23,1.0,725.04,upi,completed,True,1,True,True,3,21,False,False,False,True,0.975,historical,5.0,5.0,False,,False,,0.0
c18851a6-c3a0-4ada-8b4f-375bb232d393,8fda9dd0-ef33-4882-89ac-cdf2cdec9231,42115dc4-18b7-4274-81a2-ab55430b01bb,bangalore,blr_electronic_city,blr_bannerghatta,12.841794,77.675664,12.898275,77.590366,11.178,2026-02-26T22:24:19,2026-02-26T22:24:57,2026-02-26T22:30:31.384785,2026-02-26T22:33:27.684897,,2026-02-26T22:33:27.684897,2026-02-26T22:40:03.528144,,,2026-02-26 22:21:40,2.065,15.259,0.185,6.6,0.0,3.7,19,17.6,18.8,25.8,False,gps,two_wheeler,perishable,16.8,0,0,46.52,0.0,0.0,0.0,1.0,60.3,cash,completed,True,1,False,False,3,22,True,False,False,True,0.37,historical,5.0,5.0,False,,False,,0.0
88a9da9f-38b2-46e4-b9bf-d62e34c27d14,618acbe1-7d70-47f8-973a-1bf636a32e31,26663453-628f-48a4-9e8d-18a37b2ae9c5,bangalore,blr_rajajinagar,blr_jayanagar,12.985325,77.545365,12.913976,77.579656,8.761,2026-02-26T22:35:12,2026-02-26T22:36:03,,,,,,2026-02-26T22:39:39,pre_arrive,2026-02-26 22:34:12,10.367,11.666,1.183,41.27,0.0,0.0,134,11.1,0.0,0.0,False,gps,three_wheeler,perishable,42.5,0,0,204.41,0.0,0.0,0.0,1.0,247.14,upi,cancelled_by_customer,False,0,False,False,3,22,True,False,False,True,0.344,historical,,,False,,False,,0.0
59b3687d-4079-4268-bd5b-d447ee1872cb,d16d41ab-c260-4ae1-9de6-09c3ae83377c,b665df43-4323-4a26-9af0-3e0f34e7f4b1,bangalore,blr_hsr,blr_rajajinagar,12.915605,77.632508,12.992682,77.544608,12.813,2026-02-26T22:39:38,2026-02-26T22:40:08,2026-02-26T23:06:00.114925,2026-02-26T23:14:36.776058,2026-02-26T23:49:24.776058,2026-02-26T23:49:24.776058,2026-02-27T03:57:52.299001,,,2026-02-26 22:36:55,38.435,15.619,3.0,248.46,34.8,18.4,1019,14.8,9.3,16.0,False,gps,truck_17ft,raw_material,961.4,0,0,2053.06,278.4,73.59,49.94,1.0,2948.64,cash,completed,True,1,True,True,3,22,True,False,False,True,0.37,historical,5.0,5.0,False,,False,,0.0
e15fda22-0d04-467d-919c-15fbc7fa8783,a0225dd5-785d-47fe-935c-620dc5d04073,436a243e-f4f3-4690-addb-38d0cbe2c3df,bangalore,blr_indiranagar,blr_jayanagar,12.974378,77.632452,12.93373,77.577291,7.494,2026-02-26T22:48:03,2026-02-26T22:48:38,2026-02-26T23:01:17.938189,,,,,2026-02-26T23:06:20.938189,post_arrive,2026-02-26 22:46:30,9.602,9.13,1.281,30.42,0.0,0.0,84,9.2,0.0,0.0,False,gps,two_wheeler,perishable,1.1,0,0,106.82,0.0,0.0,0.0,1.0,131.22,upi,cancelled_by_driver,False,0,False,False,3,22,True,False,False,True,0.38,historical,,,False,,False,,0.0
9be34171-5e51-440f-8b22-0fdda85f7f2d,f027d71d-33c4-441a-bca0-5b15040e4a6f,7e44e4a6-fd86-4378-9a5b-c0afd7d39074,bangalore,blr_rajajinagar,blr_rajajinagar,12.99533,77.542734,12.99116,77.555818,1.491,2026-02-26T22:56:10,2026-02-26T22:57:07,2026-02-26T23:10:07.448470,,,,,2026-02-26T23:11:56.448470,post_arrive,2026-02-26 22:55:25,5.743,1.849,3.851,15.59,0.0,0.0,44,15.7,0.0,0.0,False,gps,two_wheeler,documents,0.9,0,1,75.94,0.0,0.0,0.0,1.0,91.29,upi,cancelled_by_driver,False,0,False,False,3,22,True,False,False,True,0.344,historical,,,False,,False,,0.0
bc9ee689-e3b4-4592-805e-8c4865fa2960,0563836e-4d40-426d-b0cb-a56d154168af,280785ae-cdad-4b32-b140-fccf35141989,bangalore,blr_btm,blr_marathahalli,12.908159,77.61405,12.939426,77.695366,9.474,2026-02-26T22:59:52,2026-02-26T22:59:58,2026-02-26T23:45:27.738956,2026-02-27T00:02:23.161648,2026-02-27T00:40:53.161648,2026-02-27T00:40:53.161648,2026-02-27T04:53:30.981986,,,2026-02-26 22:57:22,41.208,13.69,4.35,252.63,38.5,27.5,627,6.8,9.8,16.9,False,gps,truck_17ft,raw_material,866.8,0,2,2136.25,308.0,110.13,0.0,1.0,3027.58,credit,completed,True,1,True,True,3,22,True,False,False,True,0.364,historical,3.0,4.0,False,,False,,0.0
edade470-e31a-465e-be0b-73e2b28fd943,a9c3a289-cf86-4a38-89c8-63042a7b8002,2dcdc5c3-2463-4703-911e-fb8451eae371,bangalore,blr_whitefield,blr_koramangala,12.97031,77.754598,12.923745,77.624895,14.979,2026-02-26T23:35:25,2026-02-26T23:36:00,2026-02-26T23:45:56.594101,2026-02-27T00:05:56.833285,2026-02-27T00:26:50.833285,2026-02-27T00:26:50.833285,2026-02-27T02:01:56.928625,,,2026-02-26 23:33:13,19.605,20.108,1.309,95.1,20.9,21.7,290,9.8,12.4,20.4,False,gps,truck_14ft,appliances,145.6,0,0,1090.12,125.4,65.09,30.97,1.0,1642.88,upi,completed,True,1,True,True,3,23,True,False,False,True,0.38,historical,,,False,,False,,0.0
cb24f2cc-104a-4043-8204-fe03937bf88e,47d65396-7af7-47b7-88b8-aa12f88993e9,cfb1e71a-1007-42fa-8e09-606ab40b69d6,bangalore,blr_hsr,blr_hsr,12.911843,77.633678,12.902994,77.648695,1.902,2026-02-26T23:46:41,2026-02-26T23:47:15,2026-02-27T00:09:59.757567,2026-02-27T00:23:27.381884,2026-02-27T00:49:03.381884,2026-02-27T00:49:03.381884,2026-02-27T02:29:05.069185,,,2026-02-26 23:45:30,21.229,2.276,11.162,100.03,25.6,12.5,274,10.9,12.7,15.7,False,gps,mini_truck,appliances,104.5,0,0,582.11,102.4,24.91,0.0,1.0,822.34,upi,completed,True,1,True,True,3,23,True,False,False,True,0.37,historical,,,False,,False,,0.0
3f7caa7c-3d77-4cdb-8c5a-885c8b79541f,f190b0a8-203c-44f2-b0e7-483b25f210f5,51f7fc1a-a403-4ee6-ad31-9cdccdbf6e54,bangalore,blr_indiranagar,blr_rajajinagar,12.981838,77.645871,12.989004,77.539815,11.519,2026-02-27T02:33:46,2026-02-27T02:34:36,2026-02-27T02:46:29.362313,2026-02-27T02:50:27.027112,,2026-02-27T02:50:27.027112,2026-02-27T03:11:28.459447,,,2026-02-27 02:31:35,8.8,15.523,0.764,21.02,0.0,4.5,51,4.5,25.1,35.9,False,gps,two_wheeler,documents,0.4,1,0,100.4,0.0,0.0,0.0,1.0,123.73,upi,completed,True,1,False,False,4,2,True,False,False,True,0.38,historical,4.0,4.0,False,,False,,0.0
cb493d67-ae51-42cb-9dd6-bfcbc585b99c,9dbd0714-bd84-4398-b520-b1bcfe00226b,9f76540f-74d1-46f9-b374-2e297b7fd399,bangalore,blr_bannerghatta,blr_bannerghatta,12.883727,77.606206,12.874672,77.601472,1.13,2026-02-27T05:31:26,2026-02-27T05:31:32,2026-02-27T05:53:45.600655,2026-02-27T05:57:19.861570,2026-02-27T06:25:55.861570,2026-02-27T06:25:55.861570,2026-02-27T06:49:55.992205,,,2026-02-27 05:28:49,5.976,1.63,5.288,24.0,28.6,4.5,72,10.4,14.9,18.4,False,gps,mini_truck,boxes_mixed,296.4,2,0,307.57,114.4,8.97,0.0,1.023,455.28,credit,completed,True,1,True,True,4,5,False,False,False,True,0.875,historical,5.0,5.0,False,,False,,0.0
70245b6e-9596-4d22-886a-42a9c0f66ea2,320b2796-baf8-40a9-9ee1-1e413799afdd,3aeced3c-db7c-4544-ae85-04c6128cafcb,bangalore,blr_whitefield,blr_rajajinagar,12.960308,77.773056,12.993094,77.543208,25.171,2026-02-27T05:33:11,2026-02-27T05:33:21,2026-02-27T05:43:04.719635,2026-02-27T05:43:44.366658,,2026-02-27T05:43:44.366658,2026-02-27T06:06:14.871664,,,2026-02-27 05:32:42,9.099,29.342,0.361,22.51,0.0,3.4,58,10.5,24.3,35.8,False,gps,two_wheeler,perishable,3.2,0,0,102.79,0.0,0.0,0.0,1.036,110.59,credit,completed,True,1,False,False,4,5,False,False,False,True,0.95,historical,5.0,5.0,False,,False,,0.0
03ee732e-dfeb-4168-a545-a4c2f8cb11c5,be5288df-5896-447e-848d-5405ee412e83,7db43d5c-916b-4c05-9c29-2774e2c92591,bangalore,blr_bannerghatta,blr_electronic_city,12.888602,77.593369,12.846469,77.653206,8.001,2026-02-27T06:04:39,2026-02-27T06:05:05,2026-02-27T06:14:15.268922,2026-02-27T06:16:25.463401,,2026-02-27T06:16:25.463401,2026-02-27T06:59:54.558718,,,2026-02-27 06:03:04,10.723,11.435,1.34,43.48,0.0,7.7,137,8.7,14.8,19.4,False,gps,three_wheeler,boxes_mixed,85.6,0,0,208.68,0.0,0.0,0.0,1.02,219.78,cash,completed,True,1,False,False,4,6,False,False,False,True,0.875,historical,4.0,3.0,False,,False,,0.0
564093a9-dadb-4e50-80d3-20610d609e82,29945293-1e6d-439d-9ab5-0348d5f1821a,e343b6e9-aa22-402f-8bf1-a5a8f4f7b30e,bangalore,blr_electronic_city,blr_jayanagar,12.842307,77.632969,12.935548,77.581958,11.75,2026-02-27T06:10:07,2026-02-27T06:10:52,2026-02-27T06:14:43.066839,2026-02-27T06:17:01.480669,,2026-02-27T06:17:01.480669,2026-02-27T06:37:05.990746,,,2026-02-27 06:07:31,7.061,15.648,0.601,20.08,0.0,2.5,57,14.2,21.1,32.0,False,gps,two_wheeler,documents,1.8,0,0,86.49,0.0,0.0,0.0,1.0,89.82,cash,completed,True,1,False,False,4,6,False,False,False,True,0.37,historical,2.0,5.0,False,,False,,0.0
2081cb3e-839c-41cf-8583-c8fbc3cd369f,07bd799f-04f9-42f2-afe4-8cf6529caa3f,1b14e35b-b69c-4bd7-9768-8be25ce9de43,bangalore,blr_yeshwanthpur,blr_bannerghatta,13.026135,77.548563,12.894335,77.608245,16.019,2026-02-27T06:11:39,2026-02-27T06:12:28,2026-02-27T06:29:02.380464,2026-02-27T06:30:34.670098,,2026-02-27T06:30:34.670098,2026-02-27T06:48:48.543203,,,2026-02-27 06:11:18,6.499,20.092,0.406,18.23,0.0,4.9,50,7.6,21.4,36.5,False,gps,two_wheeler,documents,0.7,1,0,81.99,0.0,0.0,0.0,1.0,83.47,credit,completed,True,1,False,False,4,6,False,False,False,True,0.36,historical,,,False,,False,,0.0
5b72337a-0786-468f-87f0-e963f8306a05,a256f61d-efde-49e5-80b6-70a5eafb3040,9f2dff0a-9cb3-4be3-929c-2ead81c2a273,bangalore,blr_hsr,blr_jayanagar,12.900383,77.648919,12.941448,77.577564,8.981,2026-02-27T06:40:54,2026-02-27T06:41:42,2026-02-27T07:00:37.541510,2026-02-27T07:03:24.571107,,2026-02-27T07:03:24.571107,2026-02-27T07:43:35.790831,,,2026-02-27 06:38:05,11.048,12.21,1.23,40.19,0.0,4.9,147,12.8,16.5,21.8,False,gps,three_wheeler,electronics,37.0,0,0,212.57,0.0,0.0,0.0,1.083,233.88,upi,completed,True,1,False,False,4,6,False,False,False,True,0.925,historical,4.0,5.0,False,,False,,0.0
490dac7d-2f29-4846-8853-a492eb16e39d,62c91df4-d89a-484a-bd2c-1b3eec4f7707,38aab71a-6767-4ea3-892c-65bfb5ed06b4,bangalore,blr_electronic_city,blr_whitefield,12.839523,77.676429,12.974279,77.747084,16.828,2026-02-27T06:49:59,2026-02-27T06:50:52,2026-02-27T06:59:41.391421,2026-02-27T07:12:17.101308,2026-02-27T07:49:17.101308,2026-02-27T07:49:17.101308,2026-02-27T08:42:28.826476,,,2026-02-27 06:47:27,10.249,20.51,0.609,53.2,37.0,8.8,162,7.1,11.6,14.3,False,gps,mini_truck,furniture,411.3,0,0,384.49,148.0,17.57,0.0,1.0,571.45,upi,completed,True,1,False,False,4,6,False,False,False,True,0.37,historical,5.0,5.0,False,,False,,0.0
e909bdcb-2b25-4d45-b731-19ada5eb3f75,d28d3cf5-0373-496a-bd50-c8fe220e76f6,04228cd7-e2e4-44a8-a3a4-66454fde06fd,bangalore,blr_koramangala,blr_rajajinagar,12.929551,77.626114,12.989903,77.5543,10.276,2026-02-27T07:05:18,2026-02-27T07:05:26,,,,,,2026-02-27T07:07:36,pre_arrive,2026-02-27 07:03:56,11.346,12.56,1.104,44.4,0.0,0.0,116,4.6,0.0,0.0,False,gps,two_wheeler,documents,2.8,1,0,120.77,0.0,0.0,0.0,1.0,122.19,upi,cancelled_by_customer,False,0,False,False,4,7,False,False,False,True,0.975,historical,,,False,,False,,0.0
ea8b17ed-2bab-4a0f-bca9-df32f0e7c6b4,49b1996e-50be-4556-8ade-5ecfda402151,08e13a13-ada9-4f7a-8bb2-60c9477ed185,bangalore,blr_yeshwanthpur,blr_rajajinagar,13.029129,77.567022,12.985008,77.548888,5.285,2026-02-27T07:26:35,2026-02-27T07:27:31,2026-02-27T07:44:01.574489,2026-02-27T07:49:48.732155,,2026-02-27T07:49:48.732155,2026-02-27T08:39:35.848535,,,2026-02-27 07:23:38,10.444,6.972,1.976,49.79,0.0,6.3,161,8.7,12.6,18.6,False,gps,three_wheeler,other,128.2,0,2,205.33,0.0,0.0,0.0,1.348,285.71,upi,completed,True,1,False,False,4,7,False,False,False,True,1.26,historical,1.0,5.0,False,,False,,0.0
