trip_id,driver_id,customer_id,city,pickup_zone_id,dropoff_zone_id,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,requested_at,accepted_at,started_at,completed_at,cancelled_at,status,vehicle_type,declared_distance_km,actual_distance_km,declared_duration_min,fare_inr,payment_mode,surge_multiplier,driver_rating_given,customer_rating_given,is_night,day_of_week,hour_of_day,is_peak_hour,zone_demand_at_time,data_split,is_fraud,fraud_type,fraud_confidence_score,recoverable_amount_inr,customer_complaint_flag,extra_km,ring_coordination
ae36a919-bfd4-41a5-8f4d-f7e036da746d,f2fbdc16-297f-4e79-818c-a9b03815839c,b58f719c-f1d3-4dcf-a6d2-f1ef66226423,bangalore,blr_koramangala,blr_btm,12.932384,77.628858,12.917354,77.619067,2026-02-06 08:48:59,2026-02-06T08:57:13,,,2026-02-06T09:03:59,cancelled_by_driver,mini_truck,19.096,19.096,141.52,534.53,upi,1.0,,,False,4,8,True,0.975,historical,False,,,0.0,False,0.0,False
bfbc0c33-ad8e-409b-9035-082f71817778,d845a70d-2a8c-43ff-8fed-fcf7aea6d016,1d1b0ac7-5c19-4856-ae65-3ce7845e7a64,bangalore,blr_electronic_city,blr_hsr,12.834111,77.642459,12.908635,77.635801,2026-02-06 08:53:09,2026-02-06T09:00:41,2026-02-06T09:06:37,2026-02-06T09:53:46.297124,,completed,three_wheeler,9.266,9.266,47.15,250.1,upi,1.258,5.0,5.0,False,4,8,True,1.295,historical,False,,,0.0,False,0.0,False
980b4b6a-77e3-4e39-8378-5e1ecb559fe5,5ebd74f2-f39b-4b3c-a374-e2aa5d39ddc5,7774d384-779d-4a60-aae5-f96a8fb0fdf3,bangalore,blr_rajajinagar,blr_bannerghatta,12.986427,77.552605,12.897921,77.593216,2026-02-06 09:07:13,2026-02-06T09:12:29,2026-02-06T09:29:14,2026-02-06T10:15:34.106296,,completed,mini_truck,6.731,6.731,46.34,420.99,upi,1.265,5.0,5.0,False,4,9,True,1.29,historical,False,,,0.0,False,0.0,False
04ff4750-aafd-44aa-94a1-7562fe0b3967,1f71f41f-e2e9-4796-9c5f-563d8e14543b,04308a3a-fb21-4239-8120-8e607085c987,bangalore,blr_electronic_city,blr_electronic_city,12.839068,77.67767,12.838902,77.662595,2026-02-06 09:12:25,2026-02-06T09:17:42,2026-02-06T09:28:57,2026-02-06T09:49:36.615122,,completed,mini_truck,3.457,3.457,20.66,318.66,upi,1.193,,,False,4,9,True,1.295,historical,False,,,0.0,False,0.0,False
9bc61973-bcfa-40e0-a10c-c940775447fd,ca39a29a-5439-4aed-af11-0569c110b6a9,4d33ec9b-6eb7-4db1-bd39-46a3b71fd20a,bangalore,blr_btm,blr_indiranagar,12.918455,77.607563,12.982127,77.643617,2026-02-06 09:19:48,2026-02-06T09:29:12,2026-02-06T09:35:05,2026-02-06T10:09:31.057366,,completed,three_wheeler,6.442,6.442,34.43,193.27,upi,1.181,,,False,4,9,True,1.365,historical,False,,,0.0,False,0.0,False
172076ad-8d21-4deb-a87d-ec17dceb5556,6ee63b39-3688-4003-8dea-0b50b992617e,3b4965f5-cd82-4f96-a09a-353ca297319f,bangalore,blr_electronic_city,blr_koramangala,12.852798,77.6801,12.941872,77.625177,2026-02-06 09:25:48,2026-02-06T09:29:52,2026-02-06T09:37:04,2026-02-06T10:03:03.722007,,completed,two_wheeler,6.234,6.234,26.0,101.77,upi,1.269,4.0,4.0,False,4,9,True,1.295,historical,False,,,0.0,False,0.0,False
48fb72cc-9454-40fd-8c07-5d3bc88392e4,23637a43-4fa3-47f8-bd66-dd1b8549e51a,fdead4b8-22fd-419d-8806-b04baf371051,bangalore,blr_whitefield,blr_jayanagar,12.972012,77.764625,12.929019,77.580119,2026-02-06 09:31:49,2026-02-06T09:36:15,2026-02-06T09:54:35,2026-02-06T11:02:12.452300,,completed,mini_truck,9.908,9.908,67.62,513.51,upi,1.402,4.0,5.0,False,4,9,True,1.71,historical,False,,,0.0,False,0.0,False
6a38d61c-19b3-4c03-a54c-750c124ce9bf,fe247124-91bc-4de9-8358-967b8184c8e9,b364b75e-4cfa-47c5-b18e-bed74fddd7b2,bangalore,blr_hebbal,blr_yeshwanthpur,13.034047,77.588179,13.002119,77.536383,2026-02-06 09:37:25,2026-02-06T09:39:35,2026-02-06T09:52:01,2026-02-06T10:53:54.192633,,completed,three_wheeler,10.795,10.795,61.89,288.86,upi,1.451,4.0,5.0,False,4,9,True,1.53,historical,False,,,0.0,False,0.0,False
05ca8af3-6649-49d8-94b3-fe86be5ddd92,f686493c-41bf-4f80-9b56-4fc2a5c77ea3,f03d786b-9e8c-4846-a8cb-a7ab6de027a2,bangalore,blr_hebbal,blr_bannerghatta,13.047778,77.59899,12.872787,77.58843,2026-02-06 09:39:55,2026-02-06T09:45:40,2026-02-06T10:05:31,2026-02-06T10:44:53.063744,,completed,three_wheeler,7.991,7.991,39.37,251.22,credit,1.484,5.0,5.0,False,4,9,True,1.53,historical,False,,,0.0,False,0.0,False
b26c3de7-155c-40df-b116-8b9e154f0373,052d430d-290b-45fa-8fd5-ebeaf9e4ce48,bd762b47-6c68-4a27-bd80-b5d0cef5bbf3,bangalore,blr_bannerghatta,blr_jayanagar,12.90427,77.610624,12.927931,77.586904,2026-02-06 09:44:57,2026-02-06T09:47:46,2026-02-06T10:04:41,2026-02-06T10:09:24.596872,,completed,two_wheeler,1.211,1.211,4.73,47.75,upi,1.193,,,False,4,9,True,1.3125,historical,False,,,0.0,False,0.0,False
bb4e81e9-77bf-497a-bd23-428c144bc3ab,1fca01c2-221b-4550-a7e2-0addabc0f726,2903d87f-cc59-4a2d-9988-4cd4d27ed790,bangalore,blr_marathahalli,blr_btm,12.965288,77.692732,12.921211,77.603407,2026-02-06 09:55:13,2026-02-06T10:02:09,2026-02-06T10:06:31,2026-02-06T10:37:22.353602,,completed,two_wheeler,6.519,6.519,30.86,123.31,upi,1.491,4.0,5.0,False,4,9,True,1.692,historical,False,,,0.0,False,0.0,False
69ee436e-8e3c-422e-afdb-54b797530ffb,c134ded7-ca23-47e7-a0eb-c28dbee01207,77f029cb-7343-4c12-ac00-0c35dc078037,bangalore,blr_yeshwanthpur,blr_btm,13.024555,77.560578,12.917303,77.616309,2026-02-06 10:00:06,2026-02-06T10:04:08,2026-02-06T10:14:14,2026-02-06T11:20:39.987052,,completed,two_wheeler,13.871,13.871,66.43,154.91,upi,1.135,5.0,4.0,False,4,10,False,1.26,historical,False,,,0.0,False,0.0,False
5b766d92-c4e8-4f59-8f9b-eb046cda9728,4612e0f9-81e7-4dce-b96a-9da4bd9b974f,10a60ebf-d1e6-4095-bc3d-9661578f0395,bangalore,blr_koramangala,blr_rajajinagar,12.916051,77.62212,12.997376,77.5586,2026-02-06 10:01:51,2026-02-06T10:08:50,2026-02-06T10:12:57,2026-02-06T12:17:49.654643,,completed,mini_truck,15.271,15.271,124.88,671.78,cash,1.364,5.0,4.0,False,4,10,False,1.56,historical,False,,,0.0,False,0.0,False
e489eeec-a6a4-4c36-ae7c-e47409d6bdd0,863f29c0-bc19-4bab-9417-32c8884c489f,af3af30d-b9d2-4123-901a-6e680b47e6cd,bangalore,blr_hsr,blr_hebbal,12.92153,77.638447,13.030706,77.596299,2026-02-06 10:06:52,2026-02-06T10:08:35,2026-02-06T10:12:14,2026-02-06T10:37:38.124598,,completed,two_wheeler,5.515,5.515,25.4,77.82,cash,1.059,3.0,5.0,False,4,10,False,0.925,historical,False,,,0.0,False,0.0,False
8cac0724-0d32-4c00-a464-aacb0a29c7ba,da5d8497-cedc-4a99-942b-0eeed96950bb,981e8bb9-2c70-49e8-9d6a-9286847e27f7,bangalore,blr_marathahalli,blr_hebbal,12.969527,77.71089,13.039051,77.606963,2026-02-06 10:14:45,2026-02-06T10:18:23,2026-02-06T10:37:28,2026-02-06T11:06:14.083629,,completed,two_wheeler,6.189,6.189,28.77,118.57,cash,1.446,5.0,5.0,False,4,10,False,1.504,historical,False,,,0.0,False,0.0,False
3bcfc230-fa8c-4e4b-bb4e-e3487f5b27c0,6b5647c1-385e-4301-9d04-34ed03720c84,24ff7671-0369-4856-a13b-c80518d66ca7,bangalore,blr_whitefield,blr_indiranagar,12.982407,77.738885,12.978427,77.648996,2026-02-06 10:18:16,2026-02-06T10:23:31,2026-02-06T10:28:22,2026-02-06T14:46:31.631779,,completed,truck_14ft,27.931,27.931,258.16,1767.65,upi,1.378,,,False,4,10,False,1.52,historical,False,,,0.0,False,0.0,False
b0326a04-c35c-4615-868a-1b3c6afe0772,7e8250b0-4bba-4bdd-9e11-6caa555dcdd3,e6fb444b-1968-43f1-9465-5d039e635888,bangalore,blr_indiranagar,blr_indiranagar,12.984601,77.634993,12.978088,77.642717,2026-02-06 10:20:31,2026-02-06T10:23:32,2026-02-06T10:28:03,2026-02-06T11:35:45.741545,,completed,three_wheeler,10.887,10.887,67.71,290.29,upi,1.347,,,False,4,10,False,1.52,historical,False,,,0.0,False,0.0,False
4112ee42-2a70-4c4b-9600-3e209c5b7ce7,b0a2b54f-5359-4354-843b-2a69600c0977,fae458ee-dcb4-472d-9ae8-841bfff70a72,bangalore,blr_marathahalli,blr_bannerghatta,12.966731,77.7019,12.881846,77.598215,2026-02-06 10:23:05,2026-02-06T10:26:35,2026-02-06T10:41:39,2026-02-06T10:47:13.514133,,completed,two_wheeler,1.121,1.121,5.58,63.67,upi,1.6,,,False,4,10,False,1.504,historical,False,,,0.0,False,0.0,False
d476e9c6-d5f7-4f2c-804d-f2d174b8a42b,85350c1c-c383-48cb-9782-6404f614f0ec,5026db4b-25c2-453b-9bdf-a8ffba014f1c,bangalore,blr_jayanagar,blr_marathahalli,12.930902,77.596378,12.961633,77.704006,2026-02-06 10:24:36,2026-02-06T10:26:03,,,2026-02-06T10:39:17,cancelled_by_customer,two_wheeler,8.029,8.029,27.95,99.0,cash,1.069,,,False,4,10,False,0.875,historical,False,,,0.0,False,0.0,False
cb686f0b-b763-42c5-8815-551a68f40655,fdfa9123-5904-4799-bc51-b5127ede1445,69117767-3dab-49b1-a10a-9d21ed857c45,bangalore,blr_marathahalli,blr_indiranagar,12.973222,77.702688,12.978325,77.63219,2026-02-06 10:26:08,2026-02-06T10:29:53,2026-02-06T10:48:15,2026-02-06T11:31:55.471724,,completed,two_wheeler,8.405,8.405,43.67,125.33,upi,1.315,4.0,5.0,False,4,10,False,1.504,historical,False,,,0.0,False,0.0,False
574f8bd5-71a9-40d9-85c9-c1391b926359,6b78b02e-3a26-41b4-ac22-1a10dc7ac396,d56f792b-5c94-4194-a561-1e538a35ee25,bangalore,blr_btm,blr_indiranagar,12.914566,77.616517,12.975304,77.638103,2026-02-06 10:27:19,2026-02-06T10:28:19,2026-02-06T10:35:53,2026-02-06T11:22:43.764021,,completed,two_wheeler,10.996,10.996,46.85,115.32,credit,1.0,5.0,5.0,False,4,10,False,0.91,historical,False,,,0.0,False,0.0,False
e083679a-b67b-4470-b98a-2a50f48c5ee4,6de7481e-b85a-46ce-b7a7-96f2c8a5541e,d68eae86-d34a-4c90-a0b3-b541c4153118,bangalore,blr_indiranagar,blr_hebbal,12.98074,77.633209,13.035972,77.595698,2026-02-06 11:09:08,2026-02-06T11:16:44,2026-02-06T11:34:27,2026-02-06T12:51:57.252381,,completed,two_wheeler,14.38,14.38,77.5,151.03,cash,1.035,5.0,4.0,False,4,11,False,0.95,historical,False,,,0.0,False,0.0,False
2bfb24de-8ddb-4d2d-acd9-bdd62f2e252e,27efba4d-66e4-42ec-a55b-64ca005f5593,39648772-2577-4bbc-ad8c-4972cfb55e1f,bangalore,blr_marathahalli,blr_hebbal,12.96692,77.712958,13.030117,77.593243,2026-02-06 11:20:39,2026-02-06T11:24:19,2026-02-06T11:37:19,2026-02-06T12:10:45.681710,,completed,two_wheeler,6.27,6.27,33.44,82.4,cash,1.0,4.0,4.0,False,4,11,False,0.94,historical,False,,,0.0,False,0.0,False
a9a7c6f5-cf33-41fc-9760-d3062f9009c3,4d2568e8-9a94-4b0e-89c6-7bab8a19fc19,5802efc4-1c68-4b8f-b660-6729b39e4692,bangalore,blr_koramangala,blr_yeshwanthpur,12.938521,77.621009,13.024343,77.564715,2026-02-06 11:22:59,2026-02-06T11:30:10,2026-02-06T11:34:43,2026-02-06T12:04:20.474164,,completed,two_wheeler,5.942,5.942,29.62,74.26,cash,1.0,4.0,4.0,False,4,11,False,0.975,historical,False,,,0.0,False,0.0,False
5c64c8ad-b5fa-466f-9ca2-4f4f74f47a43,961e4205-3eca-4edf-844b-8dbce0779a59,60b71cfa-e598-4af0-b9bf-b71d965587c9,bangalore,blr_jayanagar,blr_hebbal,12.924012,77.56596,13.039971,77.622464,2026-02-06 11:27:30,2026-02-06T11:29:06,,,2026-02-06T11:38:47,cancelled_by_driver,three_wheeler,7.278,7.278,35.46,170.07,credit,1.0,,,False,4,11,False,0.875,historical,False,,,0.0,False,0.0,False
bb96f26a-fc82-43e9-863f-a2ded32ab214,7426e4ed-5957-41b5-9047-8c3bc011bac6,9aa869ec-eb4c-484c-b69c-ea8833428675,bangalore,blr_marathahalli,blr_btm,12.961482,77.702022,12.917345,77.608514,2026-02-06 11:36:27,2026-02-06T11:40:42,,,2026-02-06T11:52:45,cancelled_by_customer,three_wheeler,14.047,14.047,96.8,288.88,upi,1.141,,,False,4,11,False,0.94,historical,False,,,0.0,False,0.0,False
cce24c82-fbbf-4151-8cb4-9a7141865abe,33c6197a-2465-492f-a856-32d2347e5772,2f100bc0-2d58-45e0-a93b-e8649bcb5bec,bangalore,blr_marathahalli,blr_rajajinagar,12.963387,77.695298,13.001651,77.54999,2026-02-06 11:55:28,2026-02-06T12:01:43,2026-02-06T12:10:26,2026-02-06T13:03:40.074234,,completed,mini_truck,6.951,6.951,53.23,373.51,upi,1.152,4.0,4.0,False,4,11,False,0.94,historical,False,,,0.0,False,0.0,False
8e23aebf-1df2-48ed-a5db-d737df24b056,ba565f94-ed1e-4f87-ad9d-9803100ee41c,b385b30a-19bc-49d8-9e92-4c352daaea0e,bangalore,blr_jayanagar,blr_hsr,12.941069,77.570636,12.889845,77.65191,2026-02-06 11:58:46,2026-02-06T12:01:57,,,2026-02-06T12:09:42,cancelled_by_driver,mini_truck,19.226,19.226,118.3,577.9,upi,1.092,,,False,4,11,False,0.875,historical,False,,,0.0,False,0.0,False
7c36300f-9a70-4d39-b886-25df028817c9,fe9181e8-3fbf-4d66-a6f4-fd81009403f7,409fac8c-1e35-45a3-88ee-575f093874e3,bangalore,blr_bannerghatta,blr_whitefield,12.887658,77.612647,12.960828,77.732858,2026-02-06 12:08:23,2026-02-06T12:18:26,2026-02-06T12:25:50,2026-02-06T12:57:44.960108,,completed,three_wheeler,5.516,5.516,31.92,143.25,credit,1.0,4.0,5.0,False,4,12,True,0.875,historical,False,,,0.0,False,0.0,False
b3f0e3e0-397d-4074-af20-b00cbc410684,306ca9f5-bcd6-4786-be39-918978f1ee0c,eacb498f-7ea2-4ecd-8095-da8692c1e5f9,bangalore,blr_bannerghatta,blr_electronic_city,12.888327,77.612541,12.853246,77.648076,2026-02-06 12:10:02,2026-02-06T12:11:51,,,2026-02-06T12:24:52,cancelled_by_driver,two_wheeler,13.234,13.234,51.31,142.92,upi,1.036,,,False,4,12,True,0.875,historical,False,,,0.0,False,0.0,False
45d213ce-3b88-49cd-b9ca-9f3ead8b97c7,475f0e69-b870-4862-b450-0f0594e9bd2b,942d4cd5-68e1-4776-9e34-76a58d290eea,bangalore,blr_indiranagar,blr_rajajinagar,12.976194,77.646536,13.000356,77.571968,2026-02-06 12:16:03,2026-02-06T12:26:29,2026-02-06T12:43:23,2026-02-06T13:00:42.904147,,completed,three_wheeler,2.911,2.911,17.33,113.08,upi,1.0,,,False,4,12,True,0.95,historical,False,,,0.0,False,0.0,False
4038caf0-08e3-45b5-9085-ddd1cac7002a,b52b02cb-8a35-44de-bb0d-e630549ac15c,091590e5-8a82-4c84-8ad1-1f951895517e,bangalore,blr_hsr,blr_yeshwanthpur,12.916509,77.643441,13.045983,77.558607,2026-02-06 12:17:50,2026-02-06T12:27:10,2026-02-06T12:35:49,2026-02-06T13:22:01.940971,,completed,two_wheeler,10.423,10.423,46.22,108.89,upi,1.0,5.0,5.0,False,4,12,True,0.925,historical,False,,,0.0,False,0.0,False
c6e93313-393e-4899-bd76-a3c344eb4780,447de59f-59ec-4749-8ae1-504280d6f45b,e690bb34-a4a8-41fe-8d8a-cb243ddae30c,bangalore,blr_electronic_city,blr_electronic_city,12.840394,77.64578,12.857116,77.639272,2026-02-06 12:29:14,2026-02-06T12:35:12,2026-02-06T12:46:56,2026-02-06T14:50:00.541875,,completed,truck_17ft,12.866,12.866,123.08,1747.35,upi,1.346,2.0,5.0,False,4,12,True,1.295,historical,False,,,0.0,False,0.0,False
4a2b74a1-b738-4364-8ba0-7d45a3c3ea13,5b6fee6f-dc04-4aad-a0df-d560c834881e,ae1362fa-09b6-453f-8fc5-97b75b201a3e,bangalore,blr_indiranagar,blr_marathahalli,12.977099,77.635094,12.967373,77.690866,2026-02-06 12:29:30,2026-02-06T12:38:03,,,2026-02-06T12:47:13,cancelled_by_customer,truck_17ft,34.742,34.742,349.94,1884.88,upi,1.0,,,False,4,12,True,0.95,historical,False,,,0.0,False,0.0,False
c087d2b3-997b-4c55-a63e-695564f419bd,01bf7f96-bd4c-45c0-81b6-5177b2b2a1c4,fbfd3556-f974-4a98-ad76-f54622fd4706,bangalore,blr_jayanagar,blr_hsr,12.92766,77.594685,12.92081,77.642743,2026-02-06 12:36:20,2026-02-06T12:39:18,2026-02-06T12:48:18,2026-02-06T14:09:52.728141,,completed,mini_truck,12.827,12.827,81.58,444.3,upi,1.0,5.0,4.0,False,4,12,True,0.875,historical,False,,,0.0,False,0.0,False
9a6f9f89-b1aa-41ba-8091-e98a6e649b60,19f2c719-6686-46ec-bf51-2998e97ba0b5,4fd2442b-26b3-47cf-a7da-4b1b4cad49db,bangalore,blr_marathahalli,blr_jayanagar,12.956881,77.710457,12.937747,77.590233,2026-02-06 12:45:54,2026-02-06T12:50:26,2026-02-06T13:07:11,2026-02-06T13:20:04.445422,,completed,two_wheeler,2.401,2.401,12.89,54.46,upi,1.069,3.0,4.0,False,4,12,True,0.94,historical,False,,,0.0,False,0.0,False
55bd2fdf-0e9d-4034-95c6-ddc3a19074a6,fd968049-5775-4469-9070-482b31ba2e41,e3cff91a-d593-448b-be6e-7be7da2153c9,bangalore,blr_btm,blr_yeshwanthpur,12.909541,77.606445,13.015407,77.547482,2026-02-06 12:50:08,2026-02-06T12:51:20,2026-02-06T13:08:03,2026-02-06T19:22:40.331599,,completed,truck_17ft,35.238,35.238,374.62,2167.51,upi,1.074,2.0,5.0,False,4,12,True,0.91,historical,False,,,0.0,False,0.0,False
54151bfd-d9a1-4333-bcb9-babe61758d9b,956abee0-01f0-43a2-b3ef-40921d65c2e5,e54b11c4-8bc1-4fac-8396-1f47779016a5,bangalore,blr_indiranagar,blr_whitefield,12.984352,77.636155,12.973129,77.76852,2026-02-06 12:51:10,2026-02-06T13:00:59,,,2026-02-06T13:14:45,cancelled_by_driver,three_wheeler,12.752,12.752,72.05,233.93,cash,1.0,,,False,4,12,True,0.95,historical,False,,,0.0,False,0.0,False
77076932-aebb-4506-bbab-43ba382d6a1c,835a2695-5c15-4334-a797-b1ca3d18b49e,90e09f3c-0b27-4b91-a55d-e44d1a69f9b9,bangalore,blr_marathahalli,blr_jayanagar,12.969537,77.695069,12.936031,77.577772,2026-02-06 12:56:34,2026-02-06T12:59:32,2026-02-06T13:13:00,2026-02-06T13:23:44.801261,,completed,two_wheeler,2.254,2.254,10.75,48.35,cash,1.02,4.0,5.0,False,4,12,True,0.94,historical,False,,,0.0,False,0.0,False
05f82596-dde3-4382-873d-c04caae9879f,c4e3bba7-87ba-4973-8478-2e8ba6d701c2,6011b263-e4a2-451a-b5f7-34511d73aa27,bangalore,blr_hebbal,blr_rajajinagar,13.025166,77.61301,13.000483,77.551774,2026-02-06 12:57:09,2026-02-06T13:00:32,2026-02-06T13:02:48,2026-02-06T13:30:57.181281,,completed,mini_truck,4.362,4.362,28.15,291.05,upi,1.035,5.0,5.0,False,4,12,True,0.85,historical,False,,,0.0,False,0.0,False
0d06c448-9697-4ae5-8aa9-9ac6610e1ef9,0446e08d-69a1-486f-a311-c059b135af54,3aaa8774-2679-4866-99b2-6986d1923201,bangalore,blr_yeshwanthpur,blr_indiranagar,13.022855,77.56048,12.987421,77.637273,2026-02-06 13:04:29,2026-02-06T13:07:58,,,2026-02-06T13:21:53,cancelled_by_customer,two_wheeler,1.438,1.438,6.74,59.75,upi,1.425,,,False,4,13,True,1.26,historical,False,,,0.0,False,0.0,False
bbb1c787-1af3-41c1-8313-269e0f055196,25cbbc4c-d2d8-434b-96c1-e4f450884df7,9f2de95f-73a4-45ee-ade0-34bf137de794,bangalore,blr_bannerghatta,blr_btm,12.902247,77.606851,12.91868,77.613833,2026-02-06 13:04:59,2026-02-06T13:14:04,2026-02-06T13:18:05,2026-02-06T13:33:56.791532,,completed,two_wheeler,3.828,3.828,15.86,71.1,credit,1.118,5.0,3.0,False,4,13,True,0.875,historical,False,,,0.0,False,0.0,False
2a4f143e-e6a7-4898-b6cc-220ad2db2662,c049262f-aa93-4240-87ab-a2e7d0709a84,40a7831e-bab9-4c95-93c3-b48cd20d0332,bangalore,blr_bannerghatta,blr_bannerghatta,12.892179,77.592827,12.901029,77.610368,2026-02-06 13:08:20,2026-02-06T13:17:29,2026-02-06T13:34:31,2026-02-06T16:17:42.540413,,completed,truck_14ft,19.086,19.086,163.19,1215.72,upi,1.11,5.0,5.0,False,4,13,True,0.875,historical,False,,,0.0,False,0.0,False
d53fef12-cf76-44c5-8ba5-f9fe7315a046,76e3f4ca-4675-48ce-a46c-4a49cebadaa7,78f05fa7-75c7-4179-b7b0-90cbe4327d9f,bangalore,blr_marathahalli,blr_indiranagar,12.955007,77.701563,12.983653,77.643993,2026-02-06 13:10:47,2026-02-06T13:12:11,2026-02-06T13:17:43,2026-02-06T13:43:03.691152,,completed,mini_truck,3.531,3.531,25.34,371.61,upi,1.417,5.0,5.0,False,4,13,True,1.504,historical,False,,,0.0,False,0.0,False
d721ea01-f059-483f-9e61-0b735d7209fe,b9afce71-1f2e-4dbf-95cf-7ef272255f07,541977a9-0143-4b2d-9026-45f7e6b74b28,bangalore,blr_electronic_city,blr_hebbal,12.8266,77.649149,12.827078,77.649862,2026-02-06 13:16:43,2026-02-06T13:20:54,2026-02-06T13:30:13,2026-02-06T13:31:24,,completed,two_wheeler,2.05,0.19286378602980536,1.1928413199907422,66.93,upi,1.378,4.0,4.0,False,4,13,True,1.295,historical,True,fake_trip,0.8630634655132668,66.93,False,0.0,False
0eed9450-5169-45b9-8d83-8467b9ab181a,0c376573-6005-417d-854b-7b3a173cc840,23dd5d11-3bed-4a6a-98db-42fa76fc5b2a,bangalore,blr_whitefield,blr_marathahalli,12.961593,77.743261,12.956597,77.71326,2026-02-06 13:38:20,2026-02-06T13:49:07,2026-02-06T14:02:37,2026-02-06T15:00:57.550317,,completed,truck_14ft,6.373,6.373,58.34,912.08,cash,1.227,,,False,4,13,True,1.52,historical,False,,,0.0,False,0.0,False
334d7cce-530a-4ed1-ae06-ebb18352d83c,2a794de7-f068-49f3-9ef7-0c01f00045fb,920f2ff3-8ef1-4608-9338-d8869a43b24a,bangalore,blr_koramangala,blr_koramangala,12.920333,77.630229,12.941443,77.628645,2026-02-06 13:43:58,2026-02-06T13:52:37,2026-02-06T14:08:42,2026-02-06T14:19:49.664908,,completed,two_wheeler,2.134,2.134,11.13,71.62,cash,1.495,5.0,4.0,False,4,13,True,1.56,historical,False,,,0.0,False,0.0,False
37ae040b-4072-4657-a173-4d046e205b1e,b6ee3d05-3ebe-4a72-8e8d-d6354c317bf7,1d2822f4-f352-434d-a3ba-319d8c4cef0d,bangalore,blr_yeshwanthpur,blr_yeshwanthpur,13.044329,77.556416,13.03449,77.555941,2026-02-06 13:48:14,2026-02-06T13:57:12,,,2026-02-06T13:59:03,cancelled_by_driver,truck_14ft,26.637,26.637,235.94,1637.15,cash,1.235,,,False,4,13,True,1.26,historical,False,,,0.0,False,0.0,False
36ccd439-f3a6-4da0-a016-4f2d9a634ebc,0768a545-ab70-4560-ae47-f1220d4201c2,f3a85f9f-cfcd-450e-90d4-42d11196606b,bangalore,blr_whitefield,blr_koramangala,12.95979,77.744215,12.928691,77.615263,2026-02-06 13:55:12,2026-02-06T14:03:45,2026-02-06T14:19:41,2026-02-06T16:17:34.224533,,completed,mini_truck,16.446,16.446,117.89,707.7,cash,1.412,5.0,5.0,False,4,13,True,1.52,historical,False,,,0.0,False,0.0,False
c5f7a8c1-e924-4d2d-8a6d-5066ffe2cc24,37f896c6-4b89-463a-9d56-096af9045939,5f4e123e-c90a-415e-832c-858e98feae54,bangalore,blr_btm,blr_hebbal,12.922582,77.615289,13.041349,77.607755,2026-02-06 14:03:14,2026-02-06T14:07:31,2026-02-06T14:13:32,2026-02-06T14:40:50.262139,,completed,two_wheeler,5.559,5.559,27.3,86.99,upi,1.207,2.0,4.0,False,4,14,False,0.91,historical,False,,,0.0,False,0.0,False
68b2da8b-314e-405e-96ed-77ae4ff5df43,5dc3530a-ef12-427c-97c3-a758f4342767,fabd694a-3b7c-42a9-a3ea-e9fc0b8cc4b4,bangalore,blr_hsr,blr_hebbal,12.919978,77.625896,13.035548,77.593262,2026-02-06 14:06:49,2026-02-06T14:12:35,2026-02-06T14:18:31,2026-02-06T15:07:43.506602,,completed,truck_14ft,5.843,5.843,49.21,804.14,upi,1.125,,,False,4,14,False,0.925,historical,False,,,0.0,False,0.0,False
1198608b-3366-4c21-8272-c68fd5374aba,2635ab0f-3b6f-439b-8ab1-f41ca86ca71c,d2693cd1-e41a-45e7-b0ad-e6f60e4ba000,bangalore,blr_yeshwanthpur,blr_marathahalli,13.008265,77.557244,12.951838,77.694175,2026-02-06 14:08:54,2026-02-06T14:14:54,2026-02-06T14:17:54,2026-02-06T14:36:58.474687,,completed,three_wheeler,3.579,3.579,19.07,167.35,cash,1.314,5.0,5.0,False,4,14,False,1.26,historical,False,,,0.0,False,0.0,False
58376a3c-658a-45eb-a633-fcccb29f94d8,e14a2606-fb75-4cfb-be45-d5576a2049b7,e8e33878-901e-48fc-b52d-9da88025760c,bangalore,blr_marathahalli,blr_btm,12.964512,77.710209,12.913642,77.600164,2026-02-06 14:09:36,2026-02-06T14:15:19,2026-02-06T14:19:21,2026-02-06T15:02:52.768286,,completed,three_wheeler,7.535,7.535,43.53,216.38,upi,1.297,5.0,5.0,False,4,14,False,1.316,historical,False,,,0.0,False,0.0,False
e1e16399-783e-43fa-a480-755701c14894,a8856332-88ea-4cc0-84e7-d5c18f127984,313a0d2c-c1b7-4bad-99d1-d572252ca025,bangalore,blr_electronic_city,blr_marathahalli,12.830268,77.66478,12.970941,77.703017,2026-02-06 14:11:42,2026-02-06T14:13:22,2026-02-06T14:17:47,2026-02-06T14:24:07.541453,,completed,two_wheeler,1.508,1.508,6.34,55.47,cash,1.353,5.0,4.0,False,4,14,False,1.295,historical,False,,,0.0,False,0.0,False
1cbbd2bd-978e-4cd1-9fcf-5b8d373a4637,0f8ff17a-d82f-44eb-87db-7dfd9a646096,a73d0458-5a01-4150-8dc6-aecca37ee666,bangalore,blr_whitefield,blr_whitefield,12.983031,77.779309,12.957317,77.754968,2026-02-06 14:12:05,2026-02-06T14:20:00,2026-02-06T14:39:38,2026-02-06T15:47:01.806036,,completed,truck_14ft,8.176,8.176,67.4,959.32,cash,1.159,3.0,5.0,False,4,14,False,1.33,historical,False,,,0.0,False,0.0,False
